name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
South Dorsey Lane,232,5654651,143,144,1,109.78,1,40,,tertiary,5,"LINESTRING (-111.9177396 33.4176616, -111.9177421 33.4175136, -111.9177371 33.4172259, -111.9177348 33.4170915, -111.9177320 33.4169334, -111.9177293 33.4166715)",auto,1,0,,
South Dorsey Lane,233,5654651,144,143,1,109.78,1,40,,tertiary,5,"LINESTRING (-111.9177293 33.4166715, -111.9177320 33.4169334, -111.9177348 33.4170915, -111.9177371 33.4172259, -111.9177421 33.4175136, -111.9177396 33.4176616)",auto,1,0,,
South Dorsey Lane,234,5654651,144,145,1,164.9,1,40,,tertiary,5,"LINESTRING (-111.9177293 33.4166715, -111.9177267 33.4165416, -111.9177226 33.4163311, -111.9177125 33.4158253, -111.9177123 33.4158152, -111.9177087 33.4156761, -111.9177018 33.4153440, -111.9177008 33.4152963, -111.9177006 33.4152855, -111.9176985 33.4151844)",auto,1,0,,
South Dorsey Lane,235,5654651,145,144,1,164.9,1,40,,tertiary,5,"LINESTRING (-111.9176985 33.4151844, -111.9177006 33.4152855, -111.9177008 33.4152963, -111.9177018 33.4153440, -111.9177087 33.4156761, -111.9177123 33.4158152, -111.9177125 33.4158253, -111.9177226 33.4163311, -111.9177267 33.4165416, -111.9177293 33.4166715)",auto,1,0,,
East Hudson Drive,236,5657599,146,147,1,152.35,,40,,residential,6,"LINESTRING (-111.9124112 33.4135548, -111.9107726 33.4135536)",auto,1,0,,
East Hudson Drive,237,5657599,147,146,1,152.35,,40,,residential,6,"LINESTRING (-111.9107726 33.4135536, -111.9124112 33.4135548)",auto,1,0,,
East Granada Drive,238,5658115,38,62,1,171.75,,40,,residential,6,"LINESTRING (-111.9283745 33.4090473, -111.9265761 33.4090543, -111.9265339 33.4090339)",auto,1,0,,
East Granada Drive,239,5658115,62,38,1,171.75,,40,,residential,6,"LINESTRING (-111.9265339 33.4090339, -111.9265761 33.4090543, -111.9283745 33.4090473)",auto,1,0,,
South Myrtle Avenue,240,5658805,148,149,1,153.26,,,,residential,6,"LINESTRING (-111.9381460 33.4218977, -111.9381440 33.4218328, -111.9381441 33.4218230, -111.9381352 33.4213307, -111.9381331 33.4212166, -111.9381294 33.4205154)",auto,1,0,,
South Myrtle Avenue,241,5658805,149,148,1,153.26,,,,residential,6,"LINESTRING (-111.9381294 33.4205154, -111.9381331 33.4212166, -111.9381352 33.4213307, -111.9381441 33.4218230, -111.9381440 33.4218328, -111.9381460 33.4218977)",auto,1,0,,
South Myrtle Avenue,242,5658805,149,130,1,159.37,,,,residential,6,"LINESTRING (-111.9381294 33.4205154, -111.9381211 33.4199626, -111.9381172 33.4196844, -111.9381177 33.4191316, -111.9381178 33.4190780)",auto,1,0,,
South Myrtle Avenue,243,5658805,130,149,1,159.37,,,,residential,6,"LINESTRING (-111.9381178 33.4190780, -111.9381177 33.4191316, -111.9381172 33.4196844, -111.9381211 33.4199626, -111.9381294 33.4205154)",auto,1,0,,
South College Avenue,244,5660964,150,151,1,10.87,1,,,tertiary,5,"LINESTRING (-111.9349652 33.4221000, -111.9349650 33.4220803, -111.9349690 33.4220021)",auto,1,0,,
South College Avenue,245,5660964,151,150,1,10.87,1,,,tertiary,5,"LINESTRING (-111.9349690 33.4220021, -111.9349650 33.4220803, -111.9349652 33.4221000)",auto,1,0,,
West 12th Street,246,5662409,152,153,1,114.05,,,,residential,6,"LINESTRING (-111.9399783 33.4162056, -111.9400367 33.4162052, -111.9405834 33.4162013, -111.9412050 33.4162040)",auto,1,0,,
West 12th Street,247,5662409,153,152,1,114.05,,,,residential,6,"LINESTRING (-111.9412050 33.4162040, -111.9405834 33.4162013, -111.9400367 33.4162052, -111.9399783 33.4162056)",auto,1,0,,
West 12th Street,248,5662409,153,10,1,116.03,,,,residential,6,"LINESTRING (-111.9412050 33.4162040, -111.9418210 33.4161933, -111.9424528 33.4161904)",auto,1,0,,
West 12th Street,249,5662409,10,153,1,116.03,,,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9418210 33.4161933, -111.9412050 33.4162040)",auto,1,0,,
South Cedar Street,250,5663743,154,155,1,108.28,,40,,residential,6,"LINESTRING (-111.9171222 33.4146050, -111.9171135 33.4140613, -111.9171232 33.4136285)",auto,1,0,,
South Cedar Street,251,5663743,155,154,1,108.28,,40,,residential,6,"LINESTRING (-111.9171232 33.4136285, -111.9171135 33.4140613, -111.9171222 33.4146050)",auto,1,0,,
South Cedar Street,252,5663743,155,129,1,75.49,,40,,residential,6,"LINESTRING (-111.9171232 33.4136285, -111.9171232 33.4132890, -111.9171235 33.4132003, -111.9171165 33.4130946, -111.9170917 33.4129492)",auto,1,0,,
South Cedar Street,253,5663743,129,155,1,75.49,,40,,residential,6,"LINESTRING (-111.9170917 33.4129492, -111.9171165 33.4130946, -111.9171235 33.4132003, -111.9171232 33.4132890, -111.9171232 33.4136285)",auto,1,0,,
South Cedar Street,254,5663743,129,156,1,27.86,,40,,residential,6,"LINESTRING (-111.9170917 33.4129492, -111.9170211 33.4127935, -111.9169767 33.4127174)",auto,1,0,,
South Cedar Street,255,5663743,156,129,1,27.86,,40,,residential,6,"LINESTRING (-111.9169767 33.4127174, -111.9170211 33.4127935, -111.9170917 33.4129492)",auto,1,0,,
East Orange Street,256,5663939,142,112,1,282.94,1,40,,residential,6,"LINESTRING (-111.9177365 33.4183756, -111.9146932 33.4183685)",auto,1,0,,
East Orange Street,257,5663939,112,142,1,282.94,1,40,,residential,6,"LINESTRING (-111.9146932 33.4183685, -111.9177365 33.4183756)",auto,1,0,,
East Orange Street,258,5663939,112,79,1,173.73,1,40,,residential,6,"LINESTRING (-111.9146932 33.4183685, -111.9134084 33.4183716, -111.9128246 33.4183730)",auto,1,0,,
East Orange Street,259,5663939,79,112,1,173.73,1,40,,residential,6,"LINESTRING (-111.9128246 33.4183730, -111.9134084 33.4183716, -111.9146932 33.4183685)",auto,1,0,,
East Orange Street,260,5663939,79,93,1,95.5,1,40,,residential,6,"LINESTRING (-111.9128246 33.4183730, -111.9123145 33.4183752, -111.9122231 33.4183756, -111.9117974 33.4183775)",auto,1,0,,
East Orange Street,261,5663939,93,79,1,95.5,1,40,,residential,6,"LINESTRING (-111.9117974 33.4183775, -111.9122231 33.4183756, -111.9123145 33.4183752, -111.9128246 33.4183730)",auto,1,0,,
East Tyler Street,262,5664425,157,158,1,97.47,,,,residential,6,"LINESTRING (-111.9289198 33.4202704, -111.9288130 33.4202727, -111.9288000 33.4202730, -111.9280217 33.4202698, -111.9278714 33.4202692)",auto,1,0,,
East Tyler Street,263,5664425,158,157,1,97.47,,,,residential,6,"LINESTRING (-111.9278714 33.4202692, -111.9280217 33.4202698, -111.9288000 33.4202730, -111.9288130 33.4202727, -111.9289198 33.4202704)",auto,1,0,,
East 13th Street,264,5665834,159,41,1,167.81,1,,,residential,6,"LINESTRING (-111.9391660 33.4147167, -111.9390998 33.4147175, -111.9389509 33.4147146, -111.9388947 33.4147102, -111.9388268 33.4147020, -111.9386759 33.4146732, -111.9385770 33.4146636, -111.9384793 33.4146618, -111.9380531 33.4146540, -111.9378899 33.4146534, -111.9376248 33.4146524, -111.9374558 33.4146478, -111.9373669 33.4146466)",auto,0,0,,
East Hall Street,265,5668695,160,114,1,163.99,1,40,,residential,6,"LINESTRING (-111.9165151 33.4161595, -111.9147513 33.4161512)",auto,1,0,,
East Hall Street,266,5668695,114,160,1,163.99,1,40,,residential,6,"LINESTRING (-111.9147513 33.4161512, -111.9165151 33.4161595)",auto,1,0,,
East Hall Street,267,5668695,114,45,1,166.53,1,40,,residential,6,"LINESTRING (-111.9147513 33.4161512, -111.9138914 33.4161440, -111.9138914 33.4169249)",auto,1,0,,
East Hall Street,268,5668695,45,114,1,166.53,1,40,,residential,6,"LINESTRING (-111.9138914 33.4169249, -111.9138914 33.4161440, -111.9147513 33.4161512)",auto,1,0,,
West 9th Street,269,5669184,149,161,1,71.64,1,40,,residential,6,"LINESTRING (-111.9381294 33.4205154, -111.9384389 33.4205124, -111.9385710 33.4205111, -111.9388999 33.4205078)",auto,1,0,,
West 9th Street,270,5669184,161,149,1,71.64,1,40,,residential,6,"LINESTRING (-111.9388999 33.4205078, -111.9385710 33.4205111, -111.9384389 33.4205124, -111.9381294 33.4205154)",auto,1,0,,
East Williams Street,271,5674833,162,163,1,149.74,,,,residential,6,"LINESTRING (-111.9124088 33.4125927, -111.9107983 33.4126007)",auto,1,0,,
East Williams Street,272,5674833,163,162,1,149.74,,,,residential,6,"LINESTRING (-111.9107983 33.4126007, -111.9124088 33.4125927)",auto,1,0,,
East Don Carlos Avenue,273,5677333,47,20,1,119.1,,40,,residential,6,"LINESTRING (-111.9117920 33.4170678, -111.9112326 33.4170733, -111.9111171 33.4170807, -111.9109887 33.4171260, -111.9108908 33.4171999, -111.9108399 33.4172393, -111.9107876 33.4173062, -111.9107323 33.4173611, -111.9106650 33.4174037)",auto,1,0,,
East Don Carlos Avenue,274,5677333,20,47,1,119.1,,40,,residential,6,"LINESTRING (-111.9106650 33.4174037, -111.9107323 33.4173611, -111.9107876 33.4173062, -111.9108399 33.4172393, -111.9108908 33.4171999, -111.9109887 33.4171260, -111.9111171 33.4170807, -111.9112326 33.4170733, -111.9117920 33.4170678)",auto,1,0,,
East Don Carlos Avenue,275,5677333,20,164,1,146.96,,40,,residential,6,"LINESTRING (-111.9106650 33.4174037, -111.9105805 33.4174436, -111.9105191 33.4174633, -111.9104857 33.4174680, -111.9103850 33.4174822, -111.9098073 33.4174820, -111.9097521 33.4174829, -111.9092448 33.4174835, -111.9091030 33.4174837)",auto,1,0,,
East Don Carlos Avenue,276,5677333,164,20,1,146.96,,40,,residential,6,"LINESTRING (-111.9091030 33.4174837, -111.9092448 33.4174835, -111.9097521 33.4174829, -111.9098073 33.4174820, -111.9103850 33.4174822, -111.9104857 33.4174680, -111.9105191 33.4174633, -111.9105805 33.4174436, -111.9106650 33.4174037)",auto,1,0,,
East Don Carlos Avenue,277,5677334,143,113,1,282.9,,40,,residential,6,"LINESTRING (-111.9177396 33.4176616, -111.9146968 33.4176543)",auto,1,0,,
East Don Carlos Avenue,278,5677334,113,143,1,282.9,,40,,residential,6,"LINESTRING (-111.9146968 33.4176543, -111.9177396 33.4176616)",auto,1,0,,
East Don Carlos Avenue,279,5677334,113,165,1,75.06,,40,,residential,6,"LINESTRING (-111.9146968 33.4176543, -111.9138895 33.4176454)",auto,1,0,,
East Don Carlos Avenue,280,5677334,165,113,1,75.06,,40,,residential,6,"LINESTRING (-111.9138895 33.4176454, -111.9146968 33.4176543)",auto,1,0,,
South Encanto Drive,281,5684369,34,166,1,131.54,,40,,residential,6,"LINESTRING (-111.9381791 33.4085985, -111.9382428 33.4083026, -111.9382563 33.4082353, -111.9382996 33.4079842, -111.9383010 33.4079231, -111.9383134 33.4075430, -111.9383164 33.4074206)",auto,1,0,,
South Encanto Drive,282,5684369,166,34,1,131.54,,40,,residential,6,"LINESTRING (-111.9383164 33.4074206, -111.9383134 33.4075430, -111.9383010 33.4079231, -111.9382996 33.4079842, -111.9382563 33.4082353, -111.9382428 33.4083026, -111.9381791 33.4085985)",auto,1,0,,
West 11th Street,283,5691747,167,168,1,112.02,1,40,,residential,6,"LINESTRING (-111.9400253 33.4176249, -111.9401446 33.4176277, -111.9405079 33.4176276, -111.9406098 33.4176261, -111.9412300 33.4176195)",auto,1,0,,
West 11th Street,284,5691747,168,167,1,112.02,1,40,,residential,6,"LINESTRING (-111.9412300 33.4176195, -111.9406098 33.4176261, -111.9405079 33.4176276, -111.9401446 33.4176277, -111.9400253 33.4176249)",auto,1,0,,
West 11th Street,285,5691747,168,11,1,113.66,1,40,,residential,6,"LINESTRING (-111.9412300 33.4176195, -111.9418304 33.4176181, -111.9424525 33.4176183)",auto,1,0,,
West 11th Street,286,5691747,11,168,1,113.66,1,40,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9418304 33.4176181, -111.9412300 33.4176195)",auto,1,0,,
East 12th Street,287,5694947,94,169,1,249.21,,40,,residential,6,"LINESTRING (-111.9117974 33.4161499, -111.9111180 33.4161510, -111.9097520 33.4161533, -111.9096250 33.4161535, -111.9092367 33.4161542, -111.9091170 33.4161544)",auto,1,0,,
East 12th Street,288,5694947,169,94,1,249.21,,40,,residential,6,"LINESTRING (-111.9091170 33.4161544, -111.9092367 33.4161542, -111.9096250 33.4161535, -111.9097520 33.4161533, -111.9111180 33.4161510, -111.9117974 33.4161499)",auto,1,0,,
West 13th Street,289,28821415,170,171,1,58.83,1,,,residential,6,"LINESTRING (-111.9408253 33.4147456, -111.9407023 33.4147245, -111.9405641 33.4147222, -111.9404620 33.4147190, -111.9403334 33.4147072, -111.9401960 33.4147084)",auto,0,0,,
East 13th Street,290,28821444,172,40,1,16.39,,,,residential,6,"LINESTRING (-111.9381424 33.4149982, -111.9381757 33.4149863, -111.9382691 33.4149393, -111.9382922 33.4149218)",auto,0,0,,
East 13th Street,291,28821444,40,173,1,154.43,,,,residential,6,"LINESTRING (-111.9382922 33.4149218, -111.9383332 33.4148959, -111.9384187 33.4148364, -111.9385303 33.4148077, -111.9386934 33.4147934, -111.9389766 33.4147934, -111.9391325 33.4147957, -111.9397571 33.4147835, -111.9397761 33.4147831, -111.9399110 33.4147844)",auto,0,0,,
South Mill Avenue,292,28821460,174,59,1,72.65,2,56,,secondary,4,"LINESTRING (-111.9399016 33.4142825, -111.9398955 33.4139983, -111.9398928 33.4136273)",auto,1,0,,
South Mill Avenue,293,28821460,59,174,1,72.65,2,56,,secondary,4,"LINESTRING (-111.9398928 33.4136273, -111.9398955 33.4139983, -111.9399016 33.4142825)",auto,1,0,,
East Orange Street,294,28875481,175,176,1,378.64,,24,,residential,6,"LINESTRING (-111.9329214 33.4183360, -111.9328931 33.4183363, -111.9327230 33.4183408, -111.9317400 33.4183562, -111.9316695 33.4183576, -111.9313989 33.4183647, -111.9310811 33.4184092, -111.9307743 33.4184114, -111.9302058 33.4184156, -111.9300770 33.4184165, -111.9289495 33.4184318, -111.9288540 33.4184369)",auto,1,0,,
East Orange Street,295,28875481,176,175,1,378.64,,24,,residential,6,"LINESTRING (-111.9288540 33.4184369, -111.9289495 33.4184318, -111.9300770 33.4184165, -111.9302058 33.4184156, -111.9307743 33.4184114, -111.9310811 33.4184092, -111.9313989 33.4183647, -111.9316695 33.4183576, -111.9317400 33.4183562, -111.9327230 33.4183408, -111.9328931 33.4183363, -111.9329214 33.4183360)",auto,1,0,,
South College Avenue,296,28877510,177,87,1,84.99,1,,,tertiary,5,"LINESTRING (-111.9349493 33.4143140, -111.9349492 33.4143062, -111.9349469 33.4141674, -111.9349449 33.4140490, -111.9349328 33.4135475)",auto,1,0,,
South College Avenue,297,28877510,87,177,1,84.99,1,,,tertiary,5,"LINESTRING (-111.9349328 33.4135475, -111.9349449 33.4140490, -111.9349469 33.4141674, -111.9349492 33.4143062, -111.9349493 33.4143140)",auto,1,0,,
South Terrace Road,298,28891397,128,178,1,203.16,,,,residential,6,"LINESTRING (-111.9204280 33.4128747, -111.9204333 33.4133486, -111.9204337 33.4134181, -111.9204368 33.4136624, -111.9204452 33.4144085, -111.9204451 33.4144181, -111.9204459 33.4145011, -111.9204475 33.4146176, -111.9204480 33.4147071)",auto,1,0,,
South Terrace Road,299,28891397,178,128,1,203.16,,,,residential,6,"LINESTRING (-111.9204480 33.4147071, -111.9204475 33.4146176, -111.9204459 33.4145011, -111.9204451 33.4144181, -111.9204452 33.4144085, -111.9204368 33.4136624, -111.9204337 33.4134181, -111.9204333 33.4133486, -111.9204280 33.4128747)",auto,1,0,,
East Apache Boulevard,300,30031285,179,180,1,89.13,2,56,,primary,3,"LINESTRING (-111.9205450 33.4148706, -111.9207050 33.4148574, -111.9209534 33.4148466, -111.9215021 33.4148281)",auto,0,0,,
East Apache Boulevard,301,30031286,181,182,1,336.02,2,56,,primary,3,"LINESTRING (-111.9262920 33.4146937, -111.9261035 33.4146985, -111.9255240 33.4147028, -111.9253642 33.4147041, -111.9252052 33.4147053, -111.9251412 33.4147062, -111.9245817 33.4147173, -111.9243626 33.4147168, -111.9237731 33.4147156, -111.9234869 33.4147174, -111.9230209 33.4147167, -111.9228189 33.4147158, -111.9226783 33.4147140)",auto,0,0,,
South McAllister Avenue,302,30031291,183,184,1,346.5,,40,,residential,6,"LINESTRING (-111.9306650 33.4146657, -111.9306650 33.4145842, -111.9306656 33.4140941, -111.9306575 33.4139710, -111.9306450 33.4138920, -111.9306250 33.4138006, -111.9305783 33.4136333, -111.9305606 33.4135119, -111.9305440 33.4115482)",auto,1,0,,
South McAllister Avenue,303,30031291,184,183,1,346.5,,40,,residential,6,"LINESTRING (-111.9305440 33.4115482, -111.9305606 33.4135119, -111.9305783 33.4136333, -111.9306250 33.4138006, -111.9306450 33.4138920, -111.9306575 33.4139710, -111.9306656 33.4140941, -111.9306650 33.4145842, -111.9306650 33.4146657)",auto,1,0,,
South Terrace Road,304,30031470,185,186,1,509.46,1,,,tertiary,5,"LINESTRING (-111.9262980 33.4200980, -111.9261371 33.4199597, -111.9260926 33.4199214, -111.9257296 33.4196086, -111.9254281 33.4193385, -111.9252926 33.4192193, -111.9252695 33.4192003, -111.9251995 33.4191427, -111.9243613 33.4184039, -111.9239316 33.4180199, -111.9232866 33.4174422, -111.9226459 33.4168567, -111.9225350 33.4167580)",auto,0,0,,
South Terrace Road,305,30031490,187,188,1,270.91,1,40,,tertiary,5,"LINESTRING (-111.9203915 33.4149452, -111.9204004 33.4149779, -111.9204176 33.4150119, -111.9205282 33.4151211, -111.9206543 33.4152358, -111.9207182 33.4152940, -111.9222535 33.4166732, -111.9223380 33.4167546)",auto,0,0,,
East Lemon Street,306,30031526,188,189,1,162.88,,40,,residential,6,"LINESTRING (-111.9223380 33.4167546, -111.9222429 33.4167530, -111.9216812 33.4167418, -111.9214566 33.4167294, -111.9210239 33.4167206, -111.9206612 33.4167133, -111.9205870 33.4167118)",auto,1,0,,
East Lemon Street,307,30031526,189,188,1,162.88,,40,,residential,6,"LINESTRING (-111.9205870 33.4167118, -111.9206612 33.4167133, -111.9210239 33.4167206, -111.9214566 33.4167294, -111.9216812 33.4167418, -111.9222429 33.4167530, -111.9223380 33.4167546)",auto,1,0,,
East Lemon Street,308,30031526,189,190,1,168.36,,40,,residential,6,"LINESTRING (-111.9205870 33.4167118, -111.9199436 33.4167013, -111.9198052 33.4166990, -111.9196227 33.4166960, -111.9191975 33.4166890, -111.9187765 33.4166821)",auto,1,0,,
East Lemon Street,309,30031526,190,189,1,168.36,,40,,residential,6,"LINESTRING (-111.9187765 33.4166821, -111.9191975 33.4166890, -111.9196227 33.4166960, -111.9198052 33.4166990, -111.9199436 33.4167013, -111.9205870 33.4167118)",auto,1,0,,
East Lemon Street,310,30031526,190,144,1,97.37,,40,,residential,6,"LINESTRING (-111.9187765 33.4166821, -111.9185004 33.4166793, -111.9183574 33.4166779, -111.9177293 33.4166715)",auto,1,0,,
East Lemon Street,311,30031526,144,190,1,97.37,,40,,residential,6,"LINESTRING (-111.9177293 33.4166715, -111.9183574 33.4166779, -111.9185004 33.4166793, -111.9187765 33.4166821)",auto,1,0,,
South McAllister Avenue,312,30408106,191,25,1,169.61,,40,,residential,6,"LINESTRING (-111.9307043 33.4135726, -111.9306875 33.4135387, -111.9306846 33.4135070, -111.9306773 33.4130816, -111.9306767 33.4130436, -111.9306770 33.4130090, -111.9306700 33.4120893, -111.9306853 33.4120477)",auto,1,0,,
South McAllister Avenue,313,30408106,25,191,1,169.61,,40,,residential,6,"LINESTRING (-111.9306853 33.4120477, -111.9306700 33.4120893, -111.9306770 33.4130090, -111.9306767 33.4130436, -111.9306773 33.4130816, -111.9306846 33.4135070, -111.9306875 33.4135387, -111.9307043 33.4135726)",auto,1,0,,
South Athletes Place,314,30570980,192,193,1,8.17,,40,,residential,6,"LINESTRING (-111.9228964 33.4220263, -111.9228965 33.4221000)",auto,1,0,,
South Athletes Place,315,30570980,193,192,1,8.17,,40,,residential,6,"LINESTRING (-111.9228965 33.4221000, -111.9228964 33.4220263)",auto,1,0,,
South Gary Drive,316,30571414,194,135,1,94.29,,40,,residential,6,"LINESTRING (-111.9155575 33.4126880, -111.9156509 33.4122205, -111.9157251 33.4118492)",auto,1,0,,
South Gary Drive,317,30571414,135,194,1,94.29,,40,,residential,6,"LINESTRING (-111.9157251 33.4118492, -111.9156509 33.4122205, -111.9155575 33.4126880)",auto,1,0,,
South Dorsey Lane,318,30655093,195,196,1,31.66,1,,,tertiary,5,"LINESTRING (-111.9177587 33.4094960, -111.9177171 33.4094541, -111.9177115 33.4094334, -111.9177096 33.4094241, -111.9177029 33.4093935, -111.9176978 33.4092243)",auto,1,0,,
South Dorsey Lane,319,30655093,196,195,1,31.66,1,,,tertiary,5,"LINESTRING (-111.9176978 33.4092243, -111.9177029 33.4093935, -111.9177096 33.4094241, -111.9177115 33.4094334, -111.9177171 33.4094541, -111.9177587 33.4094960)",auto,1,0,,
East 11th Street,320,72748048,197,198,1,277.45,1,24,,residential,6,"LINESTRING (-111.9366575 33.4176535, -111.9367917 33.4176523, -111.9381395 33.4176358, -111.9382220 33.4176349, -111.9396414 33.4176196)",auto,0,0,,
East Lemon Street,321,157628502,121,199,1,156.16,,24,,residential,6,"LINESTRING (-111.9366157 33.4162050, -111.9365009 33.4161980, -111.9363553 33.4161918, -111.9362854 33.4161798, -111.9362434 33.4161713, -111.9361764 33.4161524, -111.9360509 33.4161184, -111.9359828 33.4161084, -111.9359170 33.4161044, -111.9352400 33.4161082, -111.9350462 33.4161097, -111.9349506 33.4161111)",auto,1,0,,
East Lemon Street,322,157628502,199,121,1,156.16,,24,,residential,6,"LINESTRING (-111.9349506 33.4161111, -111.9350462 33.4161097, -111.9352400 33.4161082, -111.9359170 33.4161044, -111.9359828 33.4161084, -111.9360509 33.4161184, -111.9361764 33.4161524, -111.9362434 33.4161713, -111.9362854 33.4161798, -111.9363553 33.4161918, -111.9365009 33.4161980, -111.9366157 33.4162050)",auto,1,0,,
East Lemon Street,323,157628502,199,200,1,156.18,,24,,residential,6,"LINESTRING (-111.9349506 33.4161111, -111.9348472 33.4161125, -111.9341510 33.4161148, -111.9338439 33.4161174, -111.9334490 33.4161212, -111.9333800 33.4161208, -111.9332780 33.4160881)",auto,1,0,,
East Lemon Street,324,157628502,200,199,1,156.18,,24,,residential,6,"LINESTRING (-111.9332780 33.4160881, -111.9333800 33.4161208, -111.9334490 33.4161212, -111.9338439 33.4161174, -111.9341510 33.4161148, -111.9348472 33.4161125, -111.9349506 33.4161111)",auto,1,0,,
South Mariana Street,325,168749452,201,202,1,52.34,,40,,residential,6,"LINESTRING (-111.9186850 33.4188785, -111.9186841 33.4184064)",auto,1,0,,
South Mariana Street,326,168749452,202,201,1,52.34,,40,,residential,6,"LINESTRING (-111.9186841 33.4184064, -111.9186850 33.4188785)",auto,1,0,,
South Mariana Street,327,168749452,202,190,1,192.27,,40,,residential,6,"LINESTRING (-111.9186841 33.4184064, -111.9186764 33.4182838, -111.9186824 33.4177131, -111.9186996 33.4175698, -111.9187596 33.4174122, -111.9187854 33.4172118, -111.9187765 33.4166821)",auto,1,0,,
South Mariana Street,328,168749452,190,202,1,192.27,,40,,residential,6,"LINESTRING (-111.9187765 33.4166821, -111.9187854 33.4172118, -111.9187596 33.4174122, -111.9186996 33.4175698, -111.9186824 33.4177131, -111.9186764 33.4182838, -111.9186841 33.4184064)",auto,1,0,,
West 13th Street,329,196248326,170,203,1,33.85,,40,,residential,6,"LINESTRING (-111.9408253 33.4147456, -111.9409804 33.4147446, -111.9411894 33.4147443)",auto,1,0,,
West 13th Street,330,196248326,203,170,1,33.85,,40,,residential,6,"LINESTRING (-111.9411894 33.4147443, -111.9409804 33.4147446, -111.9408253 33.4147456)",auto,1,0,,
West 13th Street,331,196248326,203,9,1,114.32,,40,,residential,6,"LINESTRING (-111.9411894 33.4147443, -111.9418209 33.4147362, -111.9424188 33.4147283)",auto,1,0,,
West 13th Street,332,196248326,9,203,1,114.32,,40,,residential,6,"LINESTRING (-111.9424188 33.4147283, -111.9418209 33.4147362, -111.9411894 33.4147443)",auto,1,0,,
West 13th Street,333,196248326,9,204,1,109.84,,40,,residential,6,"LINESTRING (-111.9424188 33.4147283, -111.9431675 33.4147252, -111.9435395 33.4147236, -111.9435841 33.4147218, -111.9436000 33.4147201)",auto,1,0,,
West 13th Street,334,196248326,204,9,1,109.84,,40,,residential,6,"LINESTRING (-111.9436000 33.4147201, -111.9435841 33.4147218, -111.9435395 33.4147236, -111.9431675 33.4147252, -111.9424188 33.4147283)",auto,1,0,,
West 13th Street,335,196248327,173,170,1,85.33,,,,residential,6,"LINESTRING (-111.9399110 33.4147844, -111.9400782 33.4147851, -111.9400873 33.4147851, -111.9403353 33.4147856, -111.9404455 33.4147712, -111.9404554 33.4147699, -111.9405582 33.4147673, -111.9407211 33.4147621, -111.9408253 33.4147456)",auto,0,0,,
,336,221570310,81,205,1,300.85,,,,residential,6,"LINESTRING (-111.9182799 33.4123049, -111.9179253 33.4123090, -111.9178920 33.4123094, -111.9177364 33.4123004, -111.9176184 33.4122511, -111.9175970 33.4121213, -111.9176023 33.4118884, -111.9175970 33.4115078, -111.9175970 33.4112078, -111.9162827 33.4112033)",auto,1,0,,
,337,221570310,205,81,1,300.85,,,,residential,6,"LINESTRING (-111.9162827 33.4112033, -111.9175970 33.4112078, -111.9175970 33.4115078, -111.9176023 33.4118884, -111.9175970 33.4121213, -111.9176184 33.4122511, -111.9177364 33.4123004, -111.9178920 33.4123094, -111.9179253 33.4123090, -111.9182799 33.4123049)",auto,1,0,,
,338,221570310,205,206,1,23.86,,,,residential,6,"LINESTRING (-111.9162827 33.4112033, -111.9161795 33.4114003)",auto,1,0,,
,339,221570310,206,205,1,23.86,,,,residential,6,"LINESTRING (-111.9161795 33.4114003, -111.9162827 33.4112033)",auto,1,0,,
,340,221570311,205,207,1,24.51,,,,residential,6,"LINESTRING (-111.9162827 33.4112033, -111.9160200 33.4111855)",auto,1,0,,
,341,221570311,207,205,1,24.51,,,,residential,6,"LINESTRING (-111.9160200 33.4111855, -111.9162827 33.4112033)",auto,1,0,,
,342,221570311,207,208,1,17.43,,,,residential,6,"LINESTRING (-111.9160200 33.4111855, -111.9159402 33.4113278)",auto,1,0,,
,343,221570311,208,207,1,17.43,,,,residential,6,"LINESTRING (-111.9159402 33.4113278, -111.9160200 33.4111855)",auto,1,0,,
,344,221570312,207,209,1,36.88,,,,residential,6,"LINESTRING (-111.9160200 33.4111855, -111.9156252 33.4111530)",auto,1,0,,
,345,221570312,209,207,1,36.88,,,,residential,6,"LINESTRING (-111.9156252 33.4111530, -111.9160200 33.4111855)",auto,1,0,,
South Forest Avenue,346,223225602,210,211,1,42.82,,,,residential,6,"LINESTRING (-111.9366784 33.4212889, -111.9367022 33.4212782, -111.9367202 33.4212614, -111.9367302 33.4212404, -111.9367311 33.4212179, -111.9367228 33.4211964, -111.9367062 33.4211786, -111.9366833 33.4211666, -111.9366569 33.4211618, -111.9366313 33.4211646, -111.9366081 33.4211741, -111.9365899 33.4211894, -111.9365787 33.4212089, -111.9365757 33.4212303, -111.9365803 33.4212493, -111.9365914 33.4212664, -111.9366081 33.4212799, -111.9366288 33.4212888, -111.9366517 33.4212922)",auto,0,0,,
South Forest Avenue,347,223225602,211,210,1,2.51,,,,residential,6,"LINESTRING (-111.9366517 33.4212922, -111.9366784 33.4212889)",auto,0,0,,
