name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
South Maple Avenue,0,5591429,0,1,1,155.94,,40,,residential,6,"LINESTRING (-111.9412608 33.4219305, -111.9412598 33.4219207, -111.9412565 33.4217954, -111.9412512 33.4215187, -111.9412509 33.4215015, -111.9412471 33.4213250, -111.9412463 33.4212878, -111.9412451 33.4212295, -111.9412444 33.4211997, -111.9412310 33.4205714, -111.9412299 33.4205242)",auto,1,0,,
South Maple Avenue,1,5591429,1,0,1,155.94,,40,,residential,6,"LINESTRING (-111.9412299 33.4205242, -111.9412310 33.4205714, -111.9412444 33.4211997, -111.9412451 33.4212295, -111.9412463 33.4212878, -111.9412471 33.4213250, -111.9412509 33.4215015, -111.9412512 33.4215187, -111.9412565 33.4217954, -111.9412598 33.4219207, -111.9412608 33.4219305)",auto,1,0,,
East Vista del Cerro Drive,2,5592991,2,3,1,535.48,,40,,residential,6,"LINESTRING (-111.9392768 33.4086680, -111.9391792 33.4091143, -111.9391711 33.4091754, -111.9390931 33.4101435, -111.9390073 33.4102725, -111.9388614 33.4103441, -111.9376168 33.4103728, -111.9364495 33.4103513, -111.9362693 33.4103226, -111.9361406 33.4102295, -111.9360805 33.4100862, -111.9360637 33.4099438, -111.9360118 33.4095058)",auto,1,0,,
East Vista del Cerro Drive,3,5592991,3,2,1,535.48,,40,,residential,6,"LINESTRING (-111.9360118 33.4095058, -111.9360637 33.4099438, -111.9360805 33.4100862, -111.9361406 33.4102295, -111.9362693 33.4103226, -111.9364495 33.4103513, -111.9376168 33.4103728, -111.9388614 33.4103441, -111.9390073 33.4102725, -111.9390931 33.4101435, -111.9391711 33.4091754, -111.9391792 33.4091143, -111.9392768 33.4086680)",auto,1,0,,
East Vista del Cerro Drive,4,5592994,4,5,1,335.98,,40,,residential,6,"LINESTRING (-111.9301254 33.4104444, -111.9296969 33.4104461, -111.9265120 33.4104588)",auto,1,0,,
East Vista del Cerro Drive,5,5592994,5,4,1,335.98,,40,,residential,6,"LINESTRING (-111.9265120 33.4104588, -111.9296969 33.4104461, -111.9301254 33.4104444)",auto,1,0,,
East Jen Tilly Lane,6,5593228,6,7,1,95.22,,40,,residential,6,"LINESTRING (-111.9242764 33.4118974, -111.9237971 33.4118946, -111.9236321 33.4118936, -111.9232523 33.4118914)",auto,1,0,,
East Jen Tilly Lane,7,5593228,7,6,1,95.22,,40,,residential,6,"LINESTRING (-111.9232523 33.4118914, -111.9236321 33.4118936, -111.9237971 33.4118946, -111.9242764 33.4118974)",auto,1,0,,
South Ash Avenue,8,5594960,8,9,1,124.54,1,40,,residential,6,"LINESTRING (-111.9423400 33.4136148, -111.9423490 33.4142597, -111.9423597 33.4144744, -111.9423738 33.4146487, -111.9423885 33.4146873, -111.9424188 33.4147283)",auto,1,0,,
South Ash Avenue,9,5594960,9,8,1,124.54,1,40,,residential,6,"LINESTRING (-111.9424188 33.4147283, -111.9423885 33.4146873, -111.9423738 33.4146487, -111.9423597 33.4144744, -111.9423490 33.4142597, -111.9423400 33.4136148)",auto,1,0,,
South Ash Avenue,10,5594960,9,10,1,162.48,1,40,,residential,6,"LINESTRING (-111.9424188 33.4147283, -111.9424388 33.4147724, -111.9424462 33.4148250, -111.9424521 33.4157344, -111.9424522 33.4157881, -111.9424525 33.4159781, -111.9424526 33.4160145, -111.9424528 33.4161632, -111.9424528 33.4161904)",auto,1,0,,
South Ash Avenue,11,5594960,10,9,1,162.48,1,40,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424528 33.4161632, -111.9424526 33.4160145, -111.9424525 33.4159781, -111.9424522 33.4157881, -111.9424521 33.4157344, -111.9424462 33.4148250, -111.9424388 33.4147724, -111.9424188 33.4147283)",auto,1,0,,
South Ash Avenue,12,5594960,10,11,1,158.31,1,40,,residential,6,"LINESTRING (-111.9424528 33.4161904, -111.9424497 33.4169032, -111.9424492 33.4170136, -111.9424525 33.4176183)",auto,1,0,,
South Ash Avenue,13,5594960,11,10,1,158.31,1,40,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424492 33.4170136, -111.9424497 33.4169032, -111.9424528 33.4161904)",auto,1,0,,
South Ash Avenue,14,5594960,11,12,1,160.19,1,40,,residential,6,"LINESTRING (-111.9424525 33.4176183, -111.9424524 33.4177004, -111.9424519 33.4183184, -111.9424528 33.4184029, -111.9424547 33.4186471, -111.9424582 33.4189409, -111.9424489 33.4189802, -111.9424268 33.4190138, -111.9423945 33.4190482)",auto,1,0,,
South Ash Avenue,15,5594960,12,11,1,160.19,1,40,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9424268 33.4190138, -111.9424489 33.4189802, -111.9424582 33.4189409, -111.9424547 33.4186471, -111.9424528 33.4184029, -111.9424519 33.4183184, -111.9424524 33.4177004, -111.9424525 33.4176183)",auto,1,0,,
South Ash Avenue,16,5594960,12,13,1,153.8,1,40,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9423684 33.4190899, -111.9423603 33.4191344, -111.9423658 33.4196106, -111.9423680 33.4197262, -111.9423711 33.4201216, -111.9423768 33.4204094, -111.9423771 33.4204294)",auto,1,0,,
South Ash Avenue,17,5594960,13,12,1,153.8,1,40,,residential,6,"LINESTRING (-111.9423771 33.4204294, -111.9423768 33.4204094, -111.9423711 33.4201216, -111.9423680 33.4197262, -111.9423658 33.4196106, -111.9423603 33.4191344, -111.9423684 33.4190899, -111.9423945 33.4190482)",auto,1,0,,
East Hayden Lane,18,5595748,14,15,1,26.36,,40,,residential,6,"LINESTRING (-111.9090835 33.4189803, -111.9089631 33.4189818, -111.9089350 33.4189821, -111.9088000 33.4189837)",auto,1,0,,
East Hayden Lane,19,5595748,15,14,1,26.36,,40,,residential,6,"LINESTRING (-111.9088000 33.4189837, -111.9089350 33.4189821, -111.9089631 33.4189818, -111.9090835 33.4189803)",auto,1,0,,
South Sierra Vista Drive,20,5597447,16,17,1,98.93,,,,residential,6,"LINESTRING (-111.9311446 33.4093331, -111.9311366 33.4087679, -111.9311795 33.4085888, -111.9312568 33.4084598)",auto,1,0,,
South Sierra Vista Drive,21,5597447,17,16,1,98.93,,,,residential,6,"LINESTRING (-111.9312568 33.4084598, -111.9311795 33.4085888, -111.9311366 33.4087679, -111.9311446 33.4093331)",auto,1,0,,
South Sierra Vista Drive,22,5597447,17,18,1,97.27,,,,residential,6,"LINESTRING (-111.9312568 33.4084598, -111.9312053 33.4083523, -111.9311280 33.4082162, -111.9311250 33.4076055)",auto,1,0,,
South Sierra Vista Drive,23,5597447,18,17,1,97.27,,,,residential,6,"LINESTRING (-111.9311250 33.4076055, -111.9311280 33.4082162, -111.9312053 33.4083523, -111.9312568 33.4084598)",auto,1,0,,
South Ve Ella Circle,24,5597818,19,20,1,86.23,,40,,residential,6,"LINESTRING (-111.9108204 33.4181290, -111.9108147 33.4175277, -111.9106650 33.4174037)",auto,1,0,,
South Ve Ella Circle,25,5597818,20,19,1,86.23,,40,,residential,6,"LINESTRING (-111.9106650 33.4174037, -111.9108147 33.4175277, -111.9108204 33.4181290)",auto,1,0,,
East 15th Street,26,5600077,21,22,1,164.64,,40,,residential,6,"LINESTRING (-111.9397324 33.4119109, -111.9391432 33.4119218, -111.9379621 33.4119438)",auto,1,0,,
East 15th Street,27,5600077,22,21,1,164.64,,40,,residential,6,"LINESTRING (-111.9379621 33.4119438, -111.9391432 33.4119218, -111.9397324 33.4119109)",auto,1,0,,
East 15th Street,28,5600077,22,23,1,129.23,,40,,residential,6,"LINESTRING (-111.9379621 33.4119438, -111.9365723 33.4119575)",auto,1,0,,
East 15th Street,29,5600077,23,22,1,129.23,,40,,residential,6,"LINESTRING (-111.9365723 33.4119575, -111.9379621 33.4119438)",auto,1,0,,
East 15th Street,30,5600077,23,24,1,152.75,,40,,residential,6,"LINESTRING (-111.9365723 33.4119575, -111.9356828 33.4119665, -111.9350331 33.4119767, -111.9349297 33.4119783)",auto,1,0,,
East 15th Street,31,5600077,24,23,1,152.75,,40,,residential,6,"LINESTRING (-111.9349297 33.4119783, -111.9350331 33.4119767, -111.9356828 33.4119665, -111.9365723 33.4119575)",auto,1,0,,
East 15th Street,32,5600077,24,25,1,394.72,,40,,residential,6,"LINESTRING (-111.9349297 33.4119783, -111.9348272 33.4119800, -111.9341669 33.4119912, -111.9316890 33.4120295, -111.9306853 33.4120477)",auto,1,0,,
East 15th Street,33,5600077,25,24,1,394.72,,40,,residential,6,"LINESTRING (-111.9306853 33.4120477, -111.9316890 33.4120295, -111.9341669 33.4119912, -111.9348272 33.4119800, -111.9349297 33.4119783)",auto,1,0,,
South Terrace Road,34,5600278,26,27,1,62.48,,,,residential,6,"LINESTRING (-111.9209650 33.4128734, -111.9209524 33.4124279, -111.9209490 33.4123100)",auto,1,0,,
South Terrace Road,35,5600278,27,26,1,62.48,,,,residential,6,"LINESTRING (-111.9209490 33.4123100, -111.9209524 33.4124279, -111.9209650 33.4128734)",auto,1,0,,
South Terrace Road,36,5600278,27,28,1,69.13,,,,residential,6,"LINESTRING (-111.9209490 33.4123100, -111.9209422 33.4116865)",auto,1,0,,
South Terrace Road,37,5600278,28,27,1,69.13,,,,residential,6,"LINESTRING (-111.9209422 33.4116865, -111.9209490 33.4123100)",auto,1,0,,
South Terrace Road,38,5600278,28,29,1,37.51,,,,residential,6,"LINESTRING (-111.9209422 33.4116865, -111.9209439 33.4113482)",auto,1,0,,
South Terrace Road,39,5600278,29,28,1,37.51,,,,residential,6,"LINESTRING (-111.9209439 33.4113482, -111.9209422 33.4116865)",auto,1,0,,
South Terrace Road,40,5600284,30,31,1,38.3,,,,residential,6,"LINESTRING (-111.9226148 33.4074455, -111.9226149 33.4073739, -111.9226153 33.4071000)",auto,1,0,,
South Terrace Road,41,5600284,31,30,1,38.3,,,,residential,6,"LINESTRING (-111.9226153 33.4071000, -111.9226149 33.4073739, -111.9226148 33.4074455)",auto,1,0,,
East Bonita Way,42,5601657,32,33,1,5.98,,40,,residential,6,"LINESTRING (-111.9398422 33.4086532, -111.9397789 33.4086629)",auto,1,0,,
East Bonita Way,43,5601657,33,32,1,5.98,,40,,residential,6,"LINESTRING (-111.9397789 33.4086629, -111.9398422 33.4086532)",auto,1,0,,
East Bonita Way,44,5601657,33,2,1,46.69,,40,,residential,6,"LINESTRING (-111.9397789 33.4086629, -111.9392768 33.4086680)",auto,1,0,,
East Bonita Way,45,5601657,2,33,1,46.69,,40,,residential,6,"LINESTRING (-111.9392768 33.4086680, -111.9397789 33.4086629)",auto,1,0,,
East Bonita Way,46,5601657,2,34,1,102.54,,40,,residential,6,"LINESTRING (-111.9392768 33.4086680, -111.9392118 33.4086671, -111.9387241 33.4086604, -111.9381791 33.4085985)",auto,1,0,,
East Bonita Way,47,5601657,34,2,1,102.54,,40,,residential,6,"LINESTRING (-111.9381791 33.4085985, -111.9387241 33.4086604, -111.9392118 33.4086671, -111.9392768 33.4086680)",auto,1,0,,
East Bonita Way,48,5601657,34,3,1,308.74,,40,,residential,6,"LINESTRING (-111.9381791 33.4085985, -111.9377542 33.4085458, -111.9371448 33.4084956, -111.9364410 33.4084741, -111.9361663 33.4084884, -111.9360461 33.4085529, -111.9359689 33.4086819, -111.9359689 33.4090210, -111.9359689 33.4090903, -111.9360118 33.4095058)",auto,1,0,,
East Bonita Way,49,5601657,3,34,1,308.74,,40,,residential,6,"LINESTRING (-111.9360118 33.4095058, -111.9359689 33.4090903, -111.9359689 33.4090210, -111.9359689 33.4086819, -111.9360461 33.4085529, -111.9361663 33.4084884, -111.9364410 33.4084741, -111.9371448 33.4084956, -111.9377542 33.4085458, -111.9381791 33.4085985)",auto,1,0,,
South Granada Drive,50,5601908,35,36,1,44.66,,40,,residential,6,"LINESTRING (-111.9279752 33.4075028, -111.9279732 33.4073527, -111.9279698 33.4071000)",auto,1,0,,
South Granada Drive,51,5601908,36,35,1,44.66,,40,,residential,6,"LINESTRING (-111.9279698 33.4071000, -111.9279732 33.4073527, -111.9279752 33.4075028)",auto,1,0,,
South Granada Drive,52,5601909,37,38,1,77.3,,40,,residential,6,"LINESTRING (-111.9283830 33.4097445, -111.9283787 33.4093906, -111.9283745 33.4090473)",auto,1,0,,
South Granada Drive,53,5601909,38,37,1,77.3,,40,,residential,6,"LINESTRING (-111.9283745 33.4090473, -111.9283787 33.4093906, -111.9283830 33.4097445)",auto,1,0,,
East Apache Boulevard,54,5602753,39,40,1,73.08,2,,,primary,3,"LINESTRING (-111.9389322 33.4153003, -111.9388168 33.4152112, -111.9386707 33.4151129, -111.9382922 33.4149218)",auto,0,0,,
East Apache Boulevard,55,5602753,40,41,1,91.57,2,,,primary,3,"LINESTRING (-111.9382922 33.4149218, -111.9381040 33.4148441, -111.9378250 33.4147525, -111.9375837 33.4146896, -111.9373669 33.4146466)",auto,0,0,,
East Apache Boulevard,56,5602753,41,42,1,32.39,2,,,primary,3,"LINESTRING (-111.9373669 33.4146466, -111.9370926 33.4146142, -111.9370216 33.4146084)",auto,0,0,,
East Lemon Street,57,5606282,43,44,1,103.11,,40,,residential,6,"LINESTRING (-111.9176121 33.4169322, -111.9165031 33.4169307)",auto,1,0,,
East Lemon Street,58,5606282,44,43,1,103.11,,40,,residential,6,"LINESTRING (-111.9165031 33.4169307, -111.9176121 33.4169322)",auto,1,0,,
East Lemon Street,59,5606282,44,45,1,242.82,,40,,residential,6,"LINESTRING (-111.9165031 33.4169307, -111.9138914 33.4169249)",auto,1,0,,
East Lemon Street,60,5606282,45,44,1,242.82,,40,,residential,6,"LINESTRING (-111.9138914 33.4169249, -111.9165031 33.4169307)",auto,1,0,,
East Lemon Street,61,5606282,45,46,1,98.86,,40,,residential,6,"LINESTRING (-111.9138914 33.4169249, -111.9137681 33.4169404, -111.9136329 33.4169854, -111.9135442 33.4170456, -111.9134056 33.4170672, -111.9132150 33.4170638, -111.9128676 33.4170700)",auto,1,0,,
East Lemon Street,62,5606282,46,45,1,98.86,,40,,residential,6,"LINESTRING (-111.9128676 33.4170700, -111.9132150 33.4170638, -111.9134056 33.4170672, -111.9135442 33.4170456, -111.9136329 33.4169854, -111.9137681 33.4169404, -111.9138914 33.4169249)",auto,1,0,,
East Lemon Street,63,5606282,46,47,1,100.0,,40,,residential,6,"LINESTRING (-111.9128676 33.4170700, -111.9123254 33.4170689, -111.9117920 33.4170678)",auto,1,0,,
East Lemon Street,64,5606282,47,46,1,100.0,,40,,residential,6,"LINESTRING (-111.9117920 33.4170678, -111.9123254 33.4170689, -111.9128676 33.4170700)",auto,1,0,,
East Lemon Street,65,5606285,48,49,1,28.95,,,,residential,6,"LINESTRING (-111.9091114 33.4168439, -111.9089565 33.4168449, -111.9088000 33.4168459)",auto,1,0,,
East Lemon Street,66,5606285,49,48,1,28.95,,,,residential,6,"LINESTRING (-111.9088000 33.4168459, -111.9089565 33.4168449, -111.9091114 33.4168439)",auto,1,0,,
South Elm Street,67,5606535,50,51,1,119.57,,40,,residential,6,"LINESTRING (-111.9124720 33.4146766, -111.9124718 33.4146004, -111.9124710 33.4143321, -111.9124702 33.4140556, -111.9124690 33.4135981)",auto,1,0,,
South Elm Street,68,5606535,51,50,1,119.57,,40,,residential,6,"LINESTRING (-111.9124690 33.4135981, -111.9124702 33.4140556, -111.9124710 33.4143321, -111.9124718 33.4146004, -111.9124720 33.4146766)",auto,1,0,,
South Elm Street,69,5606546,52,53,1,37.77,,,,residential,6,"LINESTRING (-111.9132485 33.4074407, -111.9132474 33.4071000)",auto,1,0,,
South Elm Street,70,5606546,53,52,1,37.77,,,,residential,6,"LINESTRING (-111.9132474 33.4071000, -111.9132485 33.4074407)",auto,1,0,,
South Mill Avenue,71,5607328,54,55,1,102.53,3,48,,primary,3,"LINESTRING (-111.9400800 33.4219347, -111.9400823 33.4218803, -111.9400874 33.4217822, -111.9400779 33.4214219, -111.9400726 33.4212626, -111.9400639 33.4210103)",auto,0,0,,
West 10th Street,72,5608313,56,57,1,111.32,,,,residential,6,"LINESTRING (-111.9400381 33.4190674, -111.9401076 33.4190658, -111.9404610 33.4190613, -111.9404880 33.4190608, -111.9406070 33.4190602, -111.9412354 33.4190569)",auto,1,0,,
West 10th Street,73,5608313,57,56,1,111.32,,,,residential,6,"LINESTRING (-111.9412354 33.4190569, -111.9406070 33.4190602, -111.9404880 33.4190608, -111.9404610 33.4190613, -111.9401076 33.4190658, -111.9400381 33.4190674)",auto,1,0,,
West 10th Street,74,5608313,57,12,1,107.77,,,,residential,6,"LINESTRING (-111.9412354 33.4190569, -111.9417794 33.4190532, -111.9418437 33.4190521, -111.9423945 33.4190482)",auto,1,0,,
West 10th Street,75,5608313,12,57,1,107.77,,,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9418437 33.4190521, -111.9417794 33.4190532, -111.9412354 33.4190569)",auto,1,0,,
West 10th Street,76,5608313,12,58,1,113.41,,,,residential,6,"LINESTRING (-111.9423945 33.4190482, -111.9432482 33.4190383, -111.9433085 33.4190348, -111.9433719 33.4190264, -111.9433944 33.4190215, -111.9434306 33.4190141, -111.9434766 33.4190015, -111.9435652 33.4189718, -111.9436000 33.4189609)",auto,1,0,,
West 10th Street,77,5608313,58,12,1,113.41,,,,residential,6,"LINESTRING (-111.9436000 33.4189609, -111.9435652 33.4189718, -111.9434766 33.4190015, -111.9434306 33.4190141, -111.9433944 33.4190215, -111.9433719 33.4190264, -111.9433085 33.4190348, -111.9432482 33.4190383, -111.9423945 33.4190482)",auto,1,0,,
West Hudson Lane,78,5611840,59,8,1,227.54,,40,,residential,6,"LINESTRING (-111.9398928 33.4136273, -111.9404614 33.4136244, -111.9412969 33.4136201, -111.9421721 33.4136157, -111.9423400 33.4136148)",auto,1,0,,
West Hudson Lane,79,5611840,8,59,1,227.54,,40,,residential,6,"LINESTRING (-111.9423400 33.4136148, -111.9421721 33.4136157, -111.9412969 33.4136201, -111.9404614 33.4136244, -111.9398928 33.4136273)",auto,1,0,,
West Hudson Lane,80,5611840,8,60,1,27.32,,40,,residential,6,"LINESTRING (-111.9423400 33.4136148, -111.9426338 33.4136098)",auto,1,0,,
West Hudson Lane,81,5611840,60,8,1,27.32,,40,,residential,6,"LINESTRING (-111.9426338 33.4136098, -111.9423400 33.4136148)",auto,1,0,,
University Heights Access Road,82,5613276,61,62,1,77.15,,40,,residential,6,"LINESTRING (-111.9265323 33.4083470, -111.9265105 33.4083959, -111.9265015 33.4086872, -111.9265061 33.4089874, -111.9265339 33.4090339)",auto,1,0,,
University Heights Access Road,83,5613276,62,61,1,77.15,,40,,residential,6,"LINESTRING (-111.9265339 33.4090339, -111.9265061 33.4089874, -111.9265015 33.4086872, -111.9265105 33.4083959, -111.9265323 33.4083470)",auto,1,0,,
South Rita Lane,84,5613884,63,64,1,154.13,,,,residential,6,"LINESTRING (-111.9219900 33.4128709, -111.9220015 33.4116123, -111.9221041 33.4115127)",auto,1,0,,
South Rita Lane,85,5613884,64,63,1,154.13,,,,residential,6,"LINESTRING (-111.9221041 33.4115127, -111.9220015 33.4116123, -111.9219900 33.4128709)",auto,1,0,,
East University Drive,86,5614812,65,66,1,157.31,2,56,,secondary,4,"LINESTRING (-111.9366610 33.4219091, -111.9365630 33.4219081, -111.9358451 33.4219117, -111.9356492 33.4219101, -111.9350652 33.4219170, -111.9349690 33.4219161)",auto,0,0,,
East Encanto Drive,87,5619182,34,3,1,278.65,,40,,residential,6,"LINESTRING (-111.9381791 33.4085985, -111.9380998 33.4090430, -111.9380368 33.4093485, -111.9379778 33.4094299, -111.9378572 33.4094700, -111.9371619 33.4094485, -111.9360118 33.4095058)",auto,1,0,,
East Encanto Drive,88,5619182,3,34,1,278.65,,40,,residential,6,"LINESTRING (-111.9360118 33.4095058, -111.9371619 33.4094485, -111.9378572 33.4094700, -111.9379778 33.4094299, -111.9380368 33.4093485, -111.9380998 33.4090430, -111.9381791 33.4085985)",auto,1,0,,
East Encanto Drive,89,5619182,3,67,1,69.21,,40,,residential,6,"LINESTRING (-111.9360118 33.4095058, -111.9354981 33.4095498, -111.9352728 33.4095791)",auto,1,0,,
East Encanto Drive,90,5619182,67,3,1,69.21,,40,,residential,6,"LINESTRING (-111.9352728 33.4095791, -111.9354981 33.4095498, -111.9360118 33.4095058)",auto,1,0,,
East Encanto Drive,91,5619183,68,16,1,250.41,,,,residential,6,"LINESTRING (-111.9338376 33.4093122, -111.9333124 33.4093163, -111.9332177 33.4093171, -111.9329293 33.4093193, -111.9327286 33.4093209, -111.9316574 33.4093291, -111.9311446 33.4093331)",auto,1,0,,
East Encanto Drive,92,5619183,16,68,1,250.41,,,,residential,6,"LINESTRING (-111.9311446 33.4093331, -111.9316574 33.4093291, -111.9327286 33.4093209, -111.9329293 33.4093193, -111.9332177 33.4093171, -111.9333124 33.4093163, -111.9338376 33.4093122)",auto,1,0,,
East Encanto Drive,93,5619183,16,69,1,95.72,,,,residential,6,"LINESTRING (-111.9311446 33.4093331, -111.9307075 33.4093365, -111.9306215 33.4093365, -111.9305891 33.4093374, -111.9301152 33.4093411)",auto,1,0,,
East Encanto Drive,94,5619183,69,16,1,95.72,,,,residential,6,"LINESTRING (-111.9301152 33.4093411, -111.9305891 33.4093374, -111.9306215 33.4093365, -111.9307075 33.4093365, -111.9311446 33.4093331)",auto,1,0,,
East Encanto Drive,95,5619185,70,71,1,80.69,1,40,,residential,6,"LINESTRING (-111.9301168 33.4097351, -111.9296750 33.4097375, -111.9296180 33.4097378, -111.9292490 33.4097398)",auto,1,0,,
East Encanto Drive,96,5619185,71,70,1,80.69,1,40,,residential,6,"LINESTRING (-111.9292490 33.4097398, -111.9296180 33.4097378, -111.9296750 33.4097375, -111.9301168 33.4097351)",auto,1,0,,
East Encanto Drive,97,5619185,71,37,1,80.52,1,40,,residential,6,"LINESTRING (-111.9292490 33.4097398, -111.9287710 33.4097424, -111.9283830 33.4097445)",auto,1,0,,
East Encanto Drive,98,5619185,37,71,1,80.52,1,40,,residential,6,"LINESTRING (-111.9283830 33.4097445, -111.9287710 33.4097424, -111.9292490 33.4097398)",auto,1,0,,
East Encanto Drive,99,5619185,37,72,1,174.81,1,40,,residential,6,"LINESTRING (-111.9283830 33.4097445, -111.9277730 33.4097478, -111.9268930 33.4097526, -111.9265030 33.4097547)",auto,1,0,,
East Encanto Drive,100,5619185,72,37,1,174.81,1,40,,residential,6,"LINESTRING (-111.9265030 33.4097547, -111.9268930 33.4097526, -111.9277730 33.4097478, -111.9283830 33.4097445)",auto,1,0,,
South Una Butte Avenue,101,5620418,73,74,1,102.57,1,40,,residential,6,"LINESTRING (-111.9123461 33.4157894, -111.9123434 33.4156554, -111.9123408 33.4153594, -111.9123407 33.4152443, -111.9123389 33.4151363, -111.9123377 33.4149374, -111.9123377 33.4149333, -111.9123380 33.4148643)",auto,1,0,,
South Una Butte Avenue,102,5620418,74,73,1,102.57,1,40,,residential,6,"LINESTRING (-111.9123380 33.4148643, -111.9123377 33.4149333, -111.9123377 33.4149374, -111.9123389 33.4151363, -111.9123407 33.4152443, -111.9123408 33.4153594, -111.9123434 33.4156554, -111.9123461 33.4157894)",auto,1,0,,
East Center Lane,103,5620472,75,76,1,13.48,,40,,residential,6,"LINESTRING (-111.9091721 33.4208613, -111.9090272 33.4208582)",auto,1,0,,
East Center Lane,104,5620472,76,75,1,13.48,,40,,residential,6,"LINESTRING (-111.9090272 33.4208582, -111.9091721 33.4208613)",auto,1,0,,
East Center Lane,105,5620472,76,77,1,21.13,,40,,residential,6,"LINESTRING (-111.9090272 33.4208582, -111.9089510 33.4208581, -111.9088750 33.4208580, -111.9088000 33.4208579)",auto,1,0,,
East Center Lane,106,5620472,77,76,1,21.13,,40,,residential,6,"LINESTRING (-111.9088000 33.4208579, -111.9088750 33.4208580, -111.9089510 33.4208581, -111.9090272 33.4208582)",auto,1,0,,
South Una Avenue,107,5620644,78,79,1,124.35,,40,,residential,6,"LINESTRING (-111.9128246 33.4194946, -111.9128246 33.4194222, -111.9128246 33.4183730)",auto,1,0,,
South Una Avenue,108,5620644,79,78,1,124.35,,40,,residential,6,"LINESTRING (-111.9128246 33.4183730, -111.9128246 33.4194222, -111.9128246 33.4194946)",auto,1,0,,
South Una Avenue,109,5620644,79,46,1,145.47,,40,,residential,6,"LINESTRING (-111.9128246 33.4183730, -111.9128649 33.4183148, -111.9128676 33.4170700)",auto,1,0,,
South Una Avenue,110,5620644,46,79,1,145.47,,40,,residential,6,"LINESTRING (-111.9128676 33.4170700, -111.9128649 33.4183148, -111.9128246 33.4183730)",auto,1,0,,
South Una Avenue,111,5620644,46,73,1,182.22,,40,,residential,6,"LINESTRING (-111.9128676 33.4170700, -111.9128836 33.4159551, -111.9128333 33.4158602, -111.9127013 33.4157984, -111.9123461 33.4157894)",auto,1,0,,
South Una Avenue,112,5620644,73,46,1,182.22,,40,,residential,6,"LINESTRING (-111.9123461 33.4157894, -111.9127013 33.4157984, -111.9128333 33.4158602, -111.9128836 33.4159551, -111.9128676 33.4170700)",auto,1,0,,
South Kenneth Place,113,5621022,80,81,1,63.77,,,,residential,6,"LINESTRING (-111.9182827 33.4128801, -111.9182799 33.4123049)",auto,1,0,,
South Kenneth Place,114,5621022,81,80,1,63.77,,,,residential,6,"LINESTRING (-111.9182799 33.4123049, -111.9182827 33.4128801)",auto,1,0,,
South Kenneth Place,115,5621022,81,82,1,115.45,,,,residential,6,"LINESTRING (-111.9182799 33.4123049, -111.9182777 33.4120652, -111.9182748 33.4112636)",auto,1,0,,
South Kenneth Place,116,5621022,82,81,1,115.45,,,,residential,6,"LINESTRING (-111.9182748 33.4112636, -111.9182777 33.4120652, -111.9182799 33.4123049)",auto,1,0,,
South McAllister Avenue,117,5624529,83,84,1,169.87,1,,,tertiary,5,"LINESTRING (-111.9288490 33.4180541, -111.9288471 33.4178367, -111.9288470 33.4177348, -111.9288571 33.4176455, -111.9288750 33.4175250, -111.9288928 33.4174421, -111.9289101 33.4173761, -111.9289319 33.4173116, -111.9289833 33.4171900, -111.9290438 33.4170786, -111.9290870 33.4170020, -111.9291424 33.4169279, -111.9292592 33.4167849, -111.9294043 33.4166443)",auto,1,0,,
South McAllister Avenue,118,5624529,84,83,1,169.87,1,,,tertiary,5,"LINESTRING (-111.9294043 33.4166443, -111.9292592 33.4167849, -111.9291424 33.4169279, -111.9290870 33.4170020, -111.9290438 33.4170786, -111.9289833 33.4171900, -111.9289319 33.4173116, -111.9289101 33.4173761, -111.9288928 33.4174421, -111.9288750 33.4175250, -111.9288571 33.4176455, -111.9288470 33.4177348, -111.9288471 33.4178367, -111.9288490 33.4180541)",auto,1,0,,
East 14th Street,119,5627987,85,86,1,262.29,,40,,residential,6,"LINESTRING (-111.9398917 33.4135032, -111.9370709 33.4135303)",auto,1,0,,
East 14th Street,120,5627987,86,85,1,262.29,,40,,residential,6,"LINESTRING (-111.9370709 33.4135303, -111.9398917 33.4135032)",auto,1,0,,
East 14th Street,121,5627987,86,87,1,198.8,,40,,residential,6,"LINESTRING (-111.9370709 33.4135303, -111.9350416 33.4135466, -111.9349328 33.4135475)",auto,1,0,,
East 14th Street,122,5627987,87,86,1,198.8,,40,,residential,6,"LINESTRING (-111.9349328 33.4135475, -111.9350416 33.4135466, -111.9370709 33.4135303)",auto,1,0,,
South Ventura Drive,123,5628210,4,70,1,78.64,,40,,residential,6,"LINESTRING (-111.9301254 33.4104444, -111.9301168 33.4097351)",auto,1,0,,
South Ventura Drive,124,5628210,70,4,1,78.64,,40,,residential,6,"LINESTRING (-111.9301168 33.4097351, -111.9301254 33.4104444)",auto,1,0,,
