name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,461,,,,,,,,-111.9381457,33.4221,,,boundary node created by osm2gmns
,462,1698683852,traffic_signals,,signal,,,,-111.940047,33.4204936,,,
,463,863736682,,,,,,,-111.9423905,33.4212237,,,
,464,863733787,,,,,,,-111.9349501,33.4150744,,,
,465,9143759910,,,,,,,-111.9337225,33.4146441,,,
,466,5200239408,,,,,,,-111.9177035,33.4216544,,,
,467,,,,,,,,-111.9176996,33.4221,,,boundary node created by osm2gmns
,468,5200239412,,,,,,,-111.9176951,33.408003,,,
,469,,,,,,,,-111.9177033,33.4071,,,boundary node created by osm2gmns
,470,,,,,,,,-111.9423888,33.4221,,,boundary node created by osm2gmns
,471,5200239621,,,,,,,-111.9349089,33.4079907,,,
,472,5201685460,,,,,,,-111.9211282,33.4154818,,,
,473,5201685461,,,,,,,-111.9254783,33.4195802,,,
,474,5201685462,,,,,,,-111.9305745,33.4152628,,,
,475,317327702,traffic_signals,,signal,,,,-111.930116,33.4159109,,,
,476,5201685465,,,,,,,-111.9288801,33.4195869,,,
,477,5201685466,,,,,,,-111.9289065,33.4200493,,,
,478,5201685467,,,,,,,-111.9289618,33.4208697,,,
,479,2671959118,,,,,,,-111.9289501,33.4212297,,,
,480,6678068362,,,,,,,-111.9289516,33.4212032,,,
,481,,,,,,,,-111.9289466,33.4221,,,boundary node created by osm2gmns
,482,5261052473,,,,,,,-111.9313563,33.420664,,,
,483,5261052478,,,,,,,-111.9316996,33.4207468,,,
,484,5343247776,,,,,,,-111.9317246,33.4212406,,,
,485,5261052481,,,,,,,-111.9316969,33.4202848,,,
,486,8269005064,traffic_signals,,signal,,,,-111.930762,33.421952,,,
,487,316008195,,,,,,,-111.9269771,33.4189112,,,
,488,5343247775,,,,,,,-111.9317292,33.4215199,,,
,489,5261052480,,,,,,,-111.9317273,33.4218424,,,
,490,8084775629,,,,,,,-111.9195486,33.4072925,,,
,491,,,,,,,,-111.9196131,33.4071,,,boundary node created by osm2gmns
,492,5650675862,,,,,,,-111.9283494,33.4126305,,,
,493,5668170614,,,,,,,-111.9257941,33.4101273,,,
,494,5668170615,,,,,,,-111.9255669,33.4101291,,,
,495,338058726,,,,,,,-111.9235422,33.4101507,,,
,496,,,,,,,,-111.9194892,33.4071,,,boundary node created by osm2gmns
,497,41830286,,,,,,,-111.9327775,33.4135705,,,
,498,5806210751,traffic_signals,,signal,,,,-111.930222,33.415909,,,
,499,5806210747,,,,,,,-111.9306642,33.4152742,,,
,500,5986666325,,,,,,,-111.9407231,33.4213245,,,
,501,330689687,,,,,,,-111.923179,33.417529,,,
,502,,,,,,,,-111.9436,33.4219433,,,boundary node created by osm2gmns
,503,7265020286,,,,,,,-111.9411847,33.4204824,,,
,504,6496439509,,,,,,,-111.9340097,33.4074546,,,
,505,3641052711,,,,,,,-111.9364992,33.4074355,,,
,506,6701033511,,,,,,,-111.9104449,33.4133193,,,
,507,6701033514,,,,,,,-111.9104503,33.4127103,,,
,508,7241586262,,,,,,,-111.9262783,33.4094872,,,
,509,7241586266,,,,,,,-111.9262808,33.4099305,,,
,510,7241586272,traffic_signals,,signal,,,,-111.926282,33.4100947,,,
,511,,,,,,,,-111.9436,33.4074222,,,boundary node created by osm2gmns
,512,,,,,,,,-111.9436,33.4073243,,,boundary node created by osm2gmns
,513,7264975962,,,,,,,-111.9423279,33.4204825,,,
,514,41563472,,,,,,,-111.9423719,33.4205105,,,
,515,7264975967,,,,,,,-111.9424229,33.4204698,,,
,516,7264975984,,,,,,,-111.9423256,33.4204704,,,
,517,,,,,,,,-111.9436,33.4203854,,,boundary node created by osm2gmns
,518,7264975968,,,,,,,-111.9411847,33.4204892,,,
,519,7265020285,,,,,,,-111.9412813,33.4204834,,,
,520,7265020287,,,,,,,-111.9412309,33.420443,,,
,521,8269005069,,,,,,,-111.9339885,33.4219235,,,
,522,2065989244,traffic_signals,,signal,,,,-111.939909,33.4147094,,,
,523,8444419082,,,,,,,-111.9275636,33.4186999,,,
,524,4716102663,,,,,,,-111.9277064,33.4186462,,,
,525,7121950852,,,,,,,-111.9271601,33.4166905,,,
,526,10038906156,,,,,,,-111.9258502,33.4168243,,,
,527,8464164195,,,,,,,-111.9091127,33.4090648,,,
,528,8447633870,,,,,,,-111.9090565,33.410527,,,
,529,8447633871,,,,,,,-111.9090591,33.4114902,,,
,530,8464164198,,,,,,,-111.9091664,33.4105267,,,
,531,8464164199,,,,,,,-111.9091671,33.4114897,,,
,532,5668170604,,,,,,,-111.9262799,33.4098462,,,
,533,,,,,,,,-111.9366624,33.4221,,,boundary node created by osm2gmns
,534,5646687226,,,,,,,-111.925416,33.4168118,,,
,535,330686495,,,,,,,-111.9123382,33.4147493,,,
,536,1501648717,,,,,,,-111.9124756,33.4147882,,,
,537,1501648702,,,,,,,-111.9123389,33.4147855,,,
,538,3983483040,,,,,,,-111.9398934,33.4086429,,,
,539,9037111482,,,,,,,-111.9398901,33.4083695,,,
,540,9423610342,,,,,,,-111.9142053,33.4135599,,,
,541,9423610351,,,,,,,-111.9142654,33.4136046,,,
,542,9423610349,,,,,,,-111.9143265,33.413553,,,
,543,9423610350,,,,,,,-111.9142057,33.4135528,,,
,544,9423610353,,,,,,,-111.914211,33.4125947,,,
,545,9423610373,,,,,,,-111.9143264,33.4125881,,,
,546,9423610372,,,,,,,-111.9142669,33.4125407,,,
,547,9423610374,,,,,,,-111.9142114,33.4125879,,,
,548,9423610409,,,,,,,-111.912466,33.4126352,,,
,549,9423610407,,,,,,,-111.9125242,33.412586,,,
,550,9423610410,,,,,,,-111.9124647,33.4125387,,,
,551,9423610431,,,,,,,-111.9125273,33.4135482,,,
,552,9423610433,,,,,,,-111.9124671,33.4135008,,,
,553,7121918955,,,,,,,-111.9262941,33.4142863,,,
,554,,,,,,,,-111.9088,33.4074298,,,boundary node created by osm2gmns
,555,2978013673,,,,,,,-111.9275425,33.4220137,,,
,556,,,,,,,,-111.9275401,33.4221,,,boundary node created by osm2gmns
,557,9973576682,,,,,,,-111.9266137,33.4220247,,,
